Date,Close,High,Low,Open,Volume
2024-08-27,9371.5009765625,9463.378437117035,9348.531611423867,9440.409071978402,60448400
2024-08-28,9509.31640625,9509.31640625,9417.438953049517,9463.377679649759,38489900
2024-08-29,9394.470703125,9647.133729370416,9394.470703125,9647.133729370416,53004700
2024-08-30,9486.3486328125,9486.3486328125,9371.501797064164,9486.3486328125,158403700
2024-09-02,9440.4091796875,9532.286641290297,9371.5010834854,9532.286641290297,72008600
2024-09-03,9348.53125,9486.347435503685,9325.561885749385,9486.347435503685,50950200
2024-09-04,9463.37890625,9463.37890625,9302.593342308859,9325.562708586165,44817000
2024-09-05,9417.439453125,9509.316911204269,9417.439453125,9509.316911204269,39332900
2024-09-06,9463.37890625,9463.37890625,9394.470807418082,9394.470807418082,31541800
2024-09-09,9440.4091796875,9509.317275889598,9371.5010834854,9463.378545088199,36185100
2024-09-10,9509.31640625,9509.31640625,9440.408316349638,9509.31640625,55093100
2024-09-11,9578.224609375,9578.224609375,9509.316518660073,9578.224609375,64621300
2024-09-12,9624.1640625,9647.133427804296,9532.286601282816,9601.194697195704,70759100
2024-09-13,9578.224609375,9578.224609375,9486.34715508843,9555.255245803357,70057100
2024-09-17,9647.1328125,9647.1328125,9509.316629464285,9601.194084821429,89745000
2024-09-18,9761.9794921875,9761.9794921875,9601.193947610294,9647.132674632352,65420200
2024-09-19,10014.642578125,10014.642578125,9784.94894101204,9830.887668434632,140886600
2024-09-20,9899.796875,10014.64370649652,9899.796875,10014.64370649652,142194600
